,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
85,No,Employed Full Time,2017-12-01,No,No,No
86,No,Employed Full Time,2019-04-22,No,No,No
87,No,Employed Part Time,2019-03-08,No,No,No
88,No,Employed Full Time,2018-06-03,No,No,No
89,No,Not employed,,No,No,No
90,No,Not employed,,No,No,No
91,No,Employed Part Time,2016-01-03,No,No,No
92,No,Not employed,,No,No,No
93,No,Employed Full Time,2014-04-07,No,No,No
94,No,Employed Full Time,2018-06-09,No,No,No
95,No,Employed Part Time,2018-01-10,No,No,No
96,Yes,Not employed,,No,No,No
97,No,Employed Full Time,2006-01-01,No,No,No
98,Yes,Employed Full Time,2019-07-19,No,No,No
99,No,Not employed,,,No,No
100,Yes,Not employed,,,No,No
101,No,Employed Full Time,2019-09-16,No,Yes,Yes
102,No,Employed Full Time,2018-12-20,Yes,No,No
103,Yes,Employed Full Time,2019-07-29,No,No,No
104,Yes,Employed Full Time,2019-07-30,No,No,No
105,No,Not employed,,,No,No
106,Yes,Not employed,,,No,No
107,No,Employed Part Time,2015-08-01,Yes,No,No
108,Yes,Not employed,,,Yes,Yes
109,Yes,Not employed,,,Yes,Yes
110,No,Employed Full Time,2019-07-02,No,No,No
111,No,Employed Full Time,2017-12-14,Yes,No,No
112,Yes,Employed Full Time,2019-04-27,Yes,No,No
113,No,Employed Full Time,2018-03-28,Yes,No,No
114,No,Not employed,,,No,No
115,Yes,Employed Full Time,2019-07-30,No,No,No
116,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
117,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
118,No,Not employed,,,No,No
119,No,Not employed,,,No,No
120,No,Not employed,,,No,No
121,No,Not employed,,,No,No
122,No,Employed Full Time,2019-01-08,Yes,No,No
123,No,Not employed,,,No,No
124,No,Employed Full Time,2016-05-16,Yes,No,No
125,No,Employed Full Time,2019-06-22,Yes,No,No
126,No,Not employed,,,No,No
127,No,Employed Full Time,2018-08-27,Yes,No,No
128,No,Not employed,,,Yes,Yes
129,No,Not employed,,,No,No
130,No,Not employed,,,No,No
131,No,Employed Full Time,2018-11-20,Yes,No,No
132,No,Not employed,,,No,No
133,No,Not employed,,,No,No
134,No,Not employed,,,No,No
135,Yes,Employed Full Time,2019-07-17,No,No,No
136,Yes,Not employed,,,No,No
137,No,Employed Full Time,2019-06-28,Yes,No,No
138,No,Not employed,,,No,No
139,Yes,Not employed,,,No,No
140,No,Not employed,,,No,No
141,Yes,Not employed,,,Yes,Yes
142,Yes,Not employed,,,Yes,Yes
143,Yes,Not employed,,,Yes,Yes
144,Yes,Not employed,,,Yes,Yes
145,No,Employed Part Time,2017-02-01,Yes,No,No
146,No,Employed Part Time,2019-06-12,Yes,No,No
147,No,Employed Full Time,2019-06-01,Yes,No,No
148,No,Employed Full Time,2018-08-06,Yes,No,No
149,No,Employed Part Time,2019-09-23,No,No,No
150,No,Not employed,,,No,No
151,No,Employed Full Time,2015-12-01,Yes,No,No
152,No,Not employed,,,No,No
153,No,Employed Full Time,2018-01-05,Yes,No,No
154,No,Employed Full Time,2017-12-11,Yes,No,No
155,No,Employed Full Time,2016-08-16,Yes,No,No
156,No,Employed Full Time,2018-06-07,Yes,No,No
157,No,Employed Full Time,2018-08-09,Yes,No,No
158,No,Not employed,,,No,No
159,No,Employed Full Time,2018-09-10,Yes,No,No
160,No,Employed Full Time,2019-07-05,No,No,No
161,No,Employed Part Time,2017-06-27,Yes,No,No
162,No,Employed Full Time,2018-06-04,Yes,No,No
163,No,Employed Full Time,2016-12-15,Yes,No,No
164,No,Employed Part Time,2019-03-04,Yes,No,No
165,No,Employed Full Time,2018-03-14,Yes,No,No
166,No,Not employed,,,No,No
167,No,Not employed,,,No,No
168,Yes,Employed Full Time,2019-07-10,No,No,No
169,Yes,Not employed,,,No,No
170,No,Employed Full Time,2018-06-07,Yes,No,No
171,No,Employed Full Time,2016-01-01,Yes,No,No
172,No,Employed Full Time,2016-08-15,Yes,No,No
173,No,Not employed,,,No,No
174,No,Not employed,,,Yes,No
175,No,Employed Part Time,2016-05-13,Yes,No,No
176,No,Employed Full Time,2018-06-25,Yes,No,No
177,No,Employed Full Time,2019-06-12,Yes,No,No
178,No,Not employed,,,No,No
179,No,Not employed,,,No,No
180,No,Employed Full Time,2018-06-15,Yes,No,No
181,No,Not employed,,,No,No
182,No,Not employed,,,No,No
183,No,Employed Full Time,2019-06-22,Yes,No,No
184,Yes,Employed Part Time,2019-09-23,No,No,No
185,No,Employed Full Time,2019-06-01,Yes,No,No
186,No,Employed Full Time,2019-04-01,Yes,No,No
187,No,Employed Full Time,2016-12-01,Yes,No,No
188,No,Employed Full Time,2016-09-06,Yes,No,No
189,No,Not employed,,,No,No
190,Yes,Not employed,,,Yes,Yes
191,Yes,Not employed,,,Yes,Yes
192,No,Not employed,,,No,No
193,No,Employed Full Time,2017-03-21,Yes,No,No
194,No,Employed Part Time,2019-06-01,Yes,No,No
195,No,Employed Full Time,2016-12-02,Yes,No,No
196,No,Employed Full Time,2018-01-08,Yes,No,No
197,No,Employed Full Time,2018-02-28,Yes,No,No
198,No,Not employed,,,No,No
199,No,Not employed,,,No,No
200,No,Employed Full Time,2019-08-16,No,No,No
201,No,Employed Full Time,2019-06-01,Yes,No,No
202,No,Employed Full Time,2018-06-06,Yes,No,No
203,Yes,Employed Full Time,2019-06-01,Yes,No,No
204,No,Employed Full Time,2018-10-22,Yes,No,No
205,Yes,Employed Full Time,2019-04-05,Yes,No,No
206,No,Employed Full Time,2017-03-13,Yes,No,No
207,Yes,Employed Part Time,2019-08-02,No,No,No
208,Yes,Not employed,,,No,No
209,No,Employed Full Time,2019-02-27,Yes,No,No
210,No,Employed Full Time,2017-03-14,Yes,No,No
211,No,Employed Full Time,2019-06-03,Yes,No,No
212,No,Employed Full Time,2018-03-20,Yes,No,No
213,No,Employed Full Time,2018-03-01,Yes,No,No
214,No,Employed Full Time,2018-04-10,Yes,No,No
215,No,Employed Part Time,2019-03-04,Yes,No,No
216,No,Not employed,,,No,No
217,No,Employed Full Time,2016-07-05,Yes,No,No
218,No,Employed Full Time,2017-07-25,Yes,No,No
219,No,Employed Full Time,2018-11-01,Yes,No,No
220,No,Employed Full Time,2017-11-02,Yes,No,No
221,No,Employed Full Time,2017-08-15,Yes,No,No
222,No,Employed Full Time,2017-06-19,Yes,No,No
223,No,Not employed,,,No,No
224,No,Not employed,,,No,No
225,No,Not employed,,,No,No
226,No,Not employed,,,Yes,No
227,No,Not employed,,,No,No
228,Yes,Not employed,,,No,No
229,No,Employed Part Time,2019-03-25,Yes,No,No
230,No,Employed Full Time,2017-09-01,Yes,No,No
231,No,Employed Full Time,2019-06-01,Yes,No,No
232,No,Employed Full Time,2017-11-06,Yes,No,No
233,No,Employed Full Time,2018-02-27,Yes,No,No
234,Yes,Employed Full Time,2019-06-12,Yes,No,No
235,No,Not employed,,,No,No
236,No,Not employed,,,No,No
237,No,Not employed,,,No,No
238,No,Not employed,,,No,No
239,No,Not employed,,,No,No
240,No,Employed Full Time,2018-06-25,Yes,No,No
241,No,Employed Part Time,2017-09-25,Yes,No,No
242,No,Employed Part Time,2019-02-08,Yes,No,No
243,Yes,Not employed,,,No,No
244,No,Employed Full Time,2017-09-22,Yes,No,No
245,No,Employed Part Time,2019-09-01,No,No,No
246,No,Not employed,,,No,No
247,No,Employed Full Time,2019-09-23,No,No,No
248,No,Not employed,,,No,No
249,No,Employed Full Time,2019-06-01,Yes,No,No
250,No,Employed Full Time,2017-10-16,Yes,No,No
251,No,Not employed,,,Yes,No
252,No,Employed Part Time,2017-09-15,Yes,No,No
253,No,Employed Part Time,2019-03-19,Yes,No,No
254,No,Not employed,,,Yes,No
255,No,Not employed,,,No,No
256,No,Employed Full Time,2019-01-02,Yes,No,No
257,No,Employed Full Time,2017-12-01,Yes,No,No
258,No,Employed Part Time,2019-02-13,Yes,No,No
259,Yes,Not employed,,,No,No
260,No,Employed Full Time,2017-11-06,Yes,No,No
261,No,Employed Full Time,2017-09-12,Yes,No,No
262,No,Employed Full Time,2018-01-15,Yes,No,No
263,No,Employed Full Time,2018-08-21,Yes,No,No
264,No,Employed Full Time,2018-03-01,Yes,No,No
265,Yes,Not employed,,,Yes,Yes
266,Yes,Not employed,,,Yes,Yes
267,No,Employed Full Time,2018-09-14,Yes,No,No
268,No,Not employed,,,No,No
269,No,Not employed,,,No,No
270,No,Employed Full Time,2018-06-04,Yes,No,No
271,No,Employed Full Time,2018-08-02,Yes,No,No
272,Yes,Employed Full Time,2019-06-03,Yes,No,No
273,No,Employed Full Time,2019-06-12,Yes,No,No
274,No,Employed Full Time,2018-09-07,Yes,No,No
275,No,Not employed,,,No,No
276,No,Not employed,,,No,No
277,No,Employed Full Time,2018-09-24,Yes,No,No
278,No,Not employed,,,No,No
279,No,Employed Full Time,2016-01-01,Yes,No,No
280,No,Employed Full Time,2018-06-26,Yes,No,No
281,No,Not employed,,,No,No
282,No,Not employed,,,No,No
283,No,Employed Full Time,2017-12-01,Yes,No,No
284,No,Employed Part Time,2018-09-24,Yes,No,No
285,No,Not employed,,,No,No
286,No,Not employed,,,No,No
287,No,Employed Full Time,2018-04-24,Yes,No,No
288,No,Not employed,,,No,No
289,No,Not employed,,,No,No
290,No,Employed Full Time,2019-02-18,Yes,No,No
291,Yes,Employed Full Time,2019-06-17,Yes,No,No
292,No,Employed Part Time,2019-03-11,Yes,No,No
293,No,Not employed,,,No,No
294,No,Employed Full Time,2019-01-07,Yes,No,No
295,No,Employed Full Time,2018-05-07,Yes,No,No
296,No,Not employed,,,No,No
297,No,Employed Full Time,2018-07-23,Yes,No,No
298,No,Not employed,,,No,No
299,No,Not employed,,,No,No
300,No,Employed Part Time,2018-05-31,Yes,No,No
301,No,Employed Full Time,2018-12-06,Yes,No,No
302,No,Employed Full Time,2019-01-03,Yes,No,No
303,No,Not employed,,,No,No
304,No,Employed Full Time,2018-05-28,Yes,No,No
305,No,Not employed,,,No,No
306,No,Not employed,,,No,No
307,No,Not employed,,,No,No
308,No,Employed Full Time,2019-03-08,Yes,No,No
309,No,Not employed,,,No,No
310,No,Employed Full Time,2019-03-25,Yes,No,No
311,No,Not employed,,,No,No
312,No,Not employed,,,No,No
313,No,Not employed,,,No,No
314,No,Not employed,,,No,No
315,No,Employed Full Time,2018-08-07,Yes,No,No
316,No,Employed Full Time,2018-10-01,Yes,No,No
317,No,Employed Full Time,2018-08-12,Yes,No,No
318,No,Not employed,,,No,No
319,No,Not employed,,,No,No
320,No,Employed Full Time,2019-04-29,Yes,No,No
321,No,Employed Full Time,2018-05-10,Yes,No,No
322,No,Not employed,,,No,No
323,No,Employed Full Time,2018-06-30,Yes,No,No
324,No,Not employed,,,No,No
325,No,Employed Full Time,2018-09-17,Yes,No,No
326,No,Employed Full Time,2018-02-01,Yes,No,No
327,No,Not employed,,,No,No
328,No,Employed Full Time,2018-09-19,Yes,No,No
329,No,Not employed,,,No,No
330,No,Employed Full Time,2018-07-30,Yes,No,No
331,No,Employed Full Time,2018-06-14,Yes,No,No
332,No,Not employed,,,No,No
333,No,Employed Full Time,2019-02-01,Yes,No,No
334,Yes,Employed Full Time,2018-08-27,Yes,No,No
335,No,Employed Full Time,2019-06-03,Yes,No,No
336,No,Employed Full Time,2018-11-01,Yes,No,No
337,No,Employed Part Time,2018-08-27,Yes,No,No
338,No,Not employed,,,No,No
339,No,Employed Full Time,2018-12-23,Yes,No,No
340,No,Employed Full Time,2018-08-02,Yes,No,No
341,Yes,Not employed,,,No,No
342,No,Not employed,,,No,No
343,No,Employed Full Time,2018-09-10,Yes,No,No
344,No,Employed Part Time,2019-01-30,Yes,No,No
345,No,Employed Full Time,2018-09-17,Yes,No,No
346,No,Employed Full Time,2018-08-06,Yes,No,No
347,No,Employed Full Time,2019-06-10,Yes,No,No
348,No,Not employed,,,No,No
349,No,Employed Full Time,2019-06-01,Yes,No,No
350,No,Employed Full Time,2018-10-03,Yes,No,No
351,No,Not employed,,,No,No
352,No,Not employed,,,No,No
353,No,Employed Full Time,2019-09-26,No,No,No
354,No,Not employed,,,No,No
355,No,Employed Full Time,2018-07-30,Yes,No,No
356,No,Not employed,,,No,No
357,No,Employed Full Time,2018-09-25,Yes,No,No
358,No,Employed Full Time,2018-07-30,Yes,No,No
359,No,Employed Full Time,2019-08-05,No,No,No
360,No,Employed Full Time,2018-07-08,Yes,No,No
361,No,Not employed,,,No,No
362,No,Employed Full Time,2018-10-12,Yes,No,No
363,No,Not employed,,,No,No
364,No,Employed Full Time,2017-10-01,Yes,No,No
365,Yes,Employed Full Time,2019-05-17,Yes,No,No
366,No,Employed Full Time,2019-01-02,Yes,No,No
367,No,Not employed,,,No,No
368,No,Not employed,,,No,No
369,No,Employed Full Time,2019-06-04,Yes,No,No
370,No,Employed Full Time,2018-09-03,Yes,No,No
371,No,Employed Full Time,2015-06-04,Yes,No,No
372,No,Not employed,,,No,No
373,No,Not employed,,,No,No
374,No,Not employed,,,No,No
375,No,Employed Full Time,2018-08-20,Yes,No,No
376,No,Employed Full Time,2019-01-09,Yes,No,No
377,No,Employed Part Time,2018-09-04,Yes,No,No
378,No,Employed Full Time,2018-09-27,Yes,No,No
379,No,Employed Full Time,2019-01-17,Yes,No,No
380,Yes,Employed Full Time,2019-01-01,Yes,No,No
381,No,Not employed,,,No,No
382,No,Employed Full Time,2018-09-16,Yes,No,No
383,No,Employed Full Time,2019-06-19,Yes,No,No
384,No,Employed Full Time,2018-07-16,Yes,No,No
385,No,Employed Full Time,2019-06-01,Yes,No,No
386,No,Employed Full Time,2018-09-13,Yes,No,No
387,No,Employed Full Time,2018-11-12,Yes,No,No
388,No,Employed Full Time,2018-06-04,Yes,No,No
389,No,Employed Full Time,2018-08-20,Yes,No,No
390,No,Employed Full Time,2019-06-01,Yes,No,No
391,No,Not employed,,,No,No
392,No,Not employed,,,No,No
393,No,Not employed,,,No,No
394,No,Not employed,,,No,No
395,No,Not employed,,,No,No
396,No,Not employed,,,No,No
397,No,Not employed,,,No,No
398,No,Employed Full Time,2019-08-26,No,No,No
399,No,Not employed,,,No,No
400,No,Employed Full Time,2018-10-11,Yes,No,No
401,No,Not employed,,,No,No
402,Yes,Not employed,,,No,No
403,No,Employed Full Time,2018-11-28,Yes,No,No
404,No,Employed Full Time,2018-12-04,Yes,No,No
405,No,Employed Full Time,2018-12-24,Yes,No,No
406,Yes,Employed Full Time,2018-10-22,Yes,No,No
407,No,Not employed,,,No,No
408,No,Employed Full Time,2018-12-14,Yes,No,No
409,Yes,Not employed,,,No,No
410,No,Not employed,,,No,No
411,No,Employed Full Time,2019-05-01,Yes,No,No
412,No,Employed Full Time,2019-02-06,Yes,No,No
413,Yes,Employed Full Time,2018-12-06,Yes,No,No
414,No,Employed Full Time,2019-01-07,Yes,No,No
415,No,Not employed,,,No,No
416,No,Not employed,,,No,No
417,No,Employed Full Time,2019-01-10,Yes,No,No
418,No,Employed Full Time,2019-09-16,No,No,No
419,No,Employed Full Time,2019-04-04,Yes,No,No
420,No,Not employed,,,No,No
421,No,Not employed,,,No,No
422,No,Not employed,,,No,No
423,No,Employed Full Time,2018-12-11,Yes,No,No
424,No,Employed Full Time,2019-04-22,Yes,No,No
425,No,Employed Full Time,2018-05-01,Yes,No,No
426,No,Employed Full Time,2019-01-28,Yes,No,No
427,No,Employed Full Time,2019-03-25,Yes,No,No
428,Yes,Not employed,,,No,No
429,Yes,Not employed,,,No,No
430,No,Employed Full Time,2018-12-17,Yes,No,No
431,No,Employed Full Time,2019-03-11,Yes,No,No
432,No,Not employed,,,No,No
433,Yes,Not employed,,,Yes,Yes
434,Yes,Not employed,,,Yes,Yes
435,No,Not employed,,,No,No
436,Yes,Employed Full Time,2019-03-12,Yes,No,No
437,No,Not employed,,,Yes,No
438,Yes,Employed Full Time,2019-06-25,Yes,No,No
439,Yes,Employed Full Time,2019-07-22,No,No,No
440,Yes,Employed Full Time,2019-03-18,Yes,No,No
441,No,Not employed,,,No,No
442,Yes,Not employed,,,No,No
443,Yes,Employed Full Time,2019-04-19,Yes,No,No
444,Yes,Employed Part Time,2019-09-23,No,No,No
445,Yes,Not employed,,,No,No
446,Yes,Not employed,,,No,No
447,No,Employed Full Time,2019-03-25,Yes,No,No
448,No,Not employed,,,No,No
449,Yes,Not employed,,,No,No
450,No,Employed Full Time,2019-03-25,Yes,No,No
451,No,Employed Full Time,2019-03-22,Yes,No,No
452,No,Employed Full Time,2019-04-21,Yes,No,No
453,No,Employed Full Time,2019-05-28,Yes,No,No
454,No,Employed Full Time,2019-03-22,Yes,No,No
455,No,Employed Full Time,2019-03-22,Yes,No,No
456,No,Employed Full Time,2019-03-29,Yes,No,No
457,No,Employed Full Time,2019-06-12,Yes,No,No
458,Yes,Employed Full Time,2019-04-27,Yes,No,No
459,Yes,Employed Full Time,2019-04-30,Yes,No,No
460,Yes,Employed Full Time,2019-06-02,Yes,No,No
461,Yes,Employed Full Time,2019-08-12,No,No,No
462,No,Employed Full Time,2019-06-17,Yes,No,No
463,Yes,Employed Full Time,2019-05-21,Yes,No,No
464,Yes,Not employed,,,No,No
465,Yes,Not employed,,,No,No
466,No,Not employed,,,No,No
467,No,Not employed,,,No,No
468,No,Employed Part Time,2019-06-18,Yes,No,No
469,Yes,Employed Full Time,2019-08-05,No,No,No
470,Yes,Not employed,,,No,No
471,Yes,Employed Full Time,2019-07-22,No,No,No
472,Yes,Employed Full Time,2019-06-06,Yes,No,No
473,Yes,Employed Full Time,2019-05-21,Yes,No,No
474,Yes,Not employed,,,No,No
475,Yes,Employed Full Time,2019-09-09,No,No,No
476,Yes,Not employed,,,No,No
477,Yes,Employed Full Time,2019-08-30,No,No,No
478,Yes,Employed Full Time,2019-01-01,Yes,No,No
479,Yes,Not employed,,,No,No
480,No,Not employed,,,No,No
481,Yes,Not employed,,,No,No
482,Yes,Employed Part Time,2019-06-24,Yes,No,No
483,No,Employed Full Time,2019-07-19,No,No,No
484,No,Employed Part Time,2019-07-01,No,No,No
485,Yes,Employed Full Time,2019-06-17,Yes,No,No
486,Yes,Employed Full Time,2019-07-03,No,No,No
487,Yes,Employed Full Time,2019-09-16,No,Yes,Yes
488,Yes,Employed Full Time,2019-06-26,Yes,No,No
489,Yes,Employed Part Time,2019-07-23,No,No,No
490,No,Employed Full Time,2019-07-29,No,Yes,No
491,No,Not employed,,,Yes,No
492,No,Not employed,,,Yes,No
493,Yes,Not employed,,,Yes,Yes
494,Yes,Not employed,,,Yes,Yes
495,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
496,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
497,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
498,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
499,Yes,Not employed,,,Yes,Yes
500,Yes,Not employed,,,Yes,Yes
501,Yes,Not employed,,,Yes,Yes
502,Yes,Not employed,,,Yes,Yes
503,Yes,Not employed,,,Yes,Yes
504,Yes,Not employed,,,Yes,Yes
505,No,Not employed,,,No,No
506,Yes,Employed Full Time,2019-09-13,No,Yes,Yes
507,Yes,Employed Full Time,2019-09-13,No,Yes,Yes
508,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
509,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
510,Yes,Not employed,,,Yes,Yes
511,Yes,Not employed,,,Yes,Yes
512,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
513,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
514,Yes,Not employed,,,Yes,Yes
515,Yes,Not employed,,,Yes,Yes
516,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
517,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
518,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
519,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
520,Yes,Employed Full Time,2019-09-06,No,Yes,Yes
521,Yes,Employed Full Time,2019-09-06,No,Yes,Yes
522,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
523,Yes,Employed Full Time,2019-08-30,No,Yes,Yes
524,Yes,Not employed,,,Yes,Yes
525,Yes,Not employed,,,Yes,Yes
526,No,Not employed,,,Yes,No
527,No,Not employed,,,Yes,No
528,No,Employed Part Time,2019-06-01,Yes,Yes,No
529,No,Employed Part Time,2019-06-01,Yes,Yes,No
530,Yes,Not employed,,,Yes,Yes
531,Yes,Not employed,,,Yes,Yes
532,Yes,Not employed,,,Yes,Yes
533,Yes,Not employed,,,Yes,Yes
534,No,Not employed,,,Yes,No
535,No,Not employed,,,Yes,No
536,Yes,Not employed,,,Yes,Yes
537,Yes,Not employed,,,Yes,Yes
538,Yes,Not employed,,,Yes,Yes
539,Yes,Not employed,,,Yes,Yes
540,Yes,Not employed,,,Yes,Yes
541,Yes,Not employed,,,Yes,Yes
542,Yes,Not employed,,,Yes,Yes
543,Yes,Not employed,,,Yes,Yes
544,No,Not employed,,,Yes,No
545,No,Not employed,,,Yes,No
546,No,Not employed,,,Yes,No
547,No,Not employed,,,Yes,No
548,No,Employed Part Time,2019-08-01,No,Yes,No
549,No,Employed Part Time,2019-08-01,No,Yes,No
550,No,Not employed,,,Yes,No
551,No,Not employed,,,Yes,No
552,No,Not employed,,,Yes,No
553,No,Not employed,,,Yes,No
554,No,Not employed,,,Yes,No
555,No,Not employed,,,Yes,No
556,No,Employed Part Time,2019-06-24,Yes,Yes,No
557,No,Employed Part Time,2019-06-24,Yes,Yes,No
558,No,Not employed,,,Yes,No
559,No,Not employed,,,Yes,No
560,No,Not employed,,,Yes,No
561,No,Not employed,,,Yes,No
562,No,Employed Part Time,2019-06-02,Yes,Yes,No
563,No,Employed Part Time,2019-06-02,Yes,Yes,No
564,No,Not employed,,,Yes,No
565,No,Not employed,,,Yes,No
566,Yes,Employed Full Time,2018-10-10,Yes,No,No
567,Yes,Employed Part Time,2018-04-12,Yes,No,No
568,Yes,Not employed,,No,No,No
569,Yes,Employed Full Time,2019-06-14,Yes,Yes,Yes
570,Yes,Not employed,,No,No,No
571,Yes,Not employed,,No,No,No
572,Yes,Not employed,,No,No,No
573,Yes,Not employed,,No,No,No
574,Yes,Employed Full Time,2019-05-12,Yes,No,No
575,Yes,Employed Part Time,2019-06-01,Yes,No,No
576,Yes,Not employed,,No,No,No
577,Yes,Employed Full Time,2019-01-19,Yes,No,No
578,Yes,Employed Part Time,2018-12-06,Yes,No,No
579,Yes,Employed Part Time,2019-06-01,Yes,No,No
580,Yes,Employed Full Time,2019-07-01,Yes,No,No
581,Yes,Not employed,,No,No,No
582,Yes,Employed Full Time,2018-12-18,Yes,No,No
583,Yes,Employed Part Time,2017-06-15,Yes,No,No
584,Yes,Employed Full Time,2018-11-07,Yes,No,No
585,Yes,Not employed,,No,No,No
586,Yes,Not employed,,No,No,No
587,Yes,Not employed,,No,No,No
588,Yes,Not employed,,No,No,No
589,Yes,Not employed,,No,No,No
590,No,Employed Full Time,2019-08-01,Yes,No,No
591,Yes,Not employed,,No,No,No
592,Yes,Not employed,,No,No,No
593,Yes,Employed Part Time,2019-05-15,Yes,No,No
594,No,Employed Part Time,2019-08-01,Yes,No,No
595,Yes,Not employed,,No,No,No
596,Yes,Not employed,,No,No,No
597,Yes,Not employed,,No,No,No
598,Yes,Employed Full Time,2018-12-01,Yes,No,No
599,Yes,Employed Part Time,2018-10-01,Yes,No,No
600,Yes,Not employed,,No,No,No
601,No,Not employed,,No,No,No
602,No,Employed Part Time,2018-09-17,Yes,No,No
603,No,Not employed,,No,No,No
604,No,Not employed,,No,No,No
605,Yes,Not employed,,No,No,No
606,Yes,Employed Part Time,2019-09-01,Yes,Yes,No
607,Yes,Not employed,,No,No,No
608,Yes,Employed Part Time,2019-05-01,Yes,No,No
609,No,Employed Part Time,2019-09-16,No,No,No
610,Yes,Not employed,,No,No,No
611,No,Employed Part Time,2019-09-27,No,No,No
612,No,Employed Part Time,2018-06-01,Yes,No,No
613,No,Employed Full Time,2017-05-12,Yes,No,No
614,Yes,Not employed,,No,Yes,No
615,No,Employed Full Time,2019-03-15,Yes,No,No
