,Client ID,Quarter,Baseline,date
133,2015311,2019 Q3,1,9/1/2019
134,2085343,2019 Q3,0,9/1/2019
135,2075316,2019 Q3,0,9/1/2019
136,2083688,2019 Q3,0,9/1/2019
137,2084846,2019 Q3,0,9/1/2019
138,2077674,2019 Q3,0,9/1/2019
139,2084998,2019 Q3,0,9/1/2019
140,2088771,2019 Q3,0,9/1/2019
141,2083698,2019 Q3,1,9/1/2019
142,2026285,2019 Q3,0,9/1/2019
143,27103151,2019 Q3,0,9/1/2019
144,27105338,2019 Q3,0,9/1/2019
145,27107666,2019 Q3,0,9/1/2019
146,27103160,2019 Q3,0,9/1/2019
147,2711922,2019 Q3,0,9/1/2019
148,27105801,2019 Q3,0,9/1/2019
149,27106932,2019 Q3,0,9/1/2019
150,27105253,2019 Q3,0,9/1/2019
151,2719272,2019 Q3,0,9/1/2019
152,27106433,2019 Q3,0,9/1/2019
153,27101121,2019 Q3,0,9/1/2019
154,27106308,2019 Q3,0,9/1/2019
155,27106350,2019 Q3,0,9/1/2019
156,27100302,2019 Q3,0,9/1/2019
157,27105241,2019 Q3,0,9/1/2019
158,27102689,2019 Q3,0,9/1/2019
159,27106214,2019 Q3,0,9/1/2019
160,27106432,2019 Q3,0,9/1/2019
161,27100687,2019 Q3,0,9/1/2019
162,27102266,2019 Q3,0,9/1/2019
163,27104677,2019 Q3,0,9/1/2019
164,27106674,2019 Q3,0,9/1/2019
165,27105340,2019 Q3,0,9/1/2019
166,27104351,2019 Q3,0,9/1/2019
167,27104664,2019 Q3,0,9/1/2019
168,27100669,2019 Q3,0,9/1/2019
169,27100497,2019 Q3,0,9/1/2019
170,27104717,2019 Q3,0,9/1/2019
171,27104710,2019 Q3,0,9/1/2019
172,27107741,2019 Q3,0,9/1/2019
173,27106210,2019 Q3,1,9/1/2019
174,27106296,2019 Q3,1,9/1/2019
175,27107402,2019 Q3,1,9/1/2019
176,27107842,2019 Q3,1,9/1/2019
177,27101394,2019 Q3,1,9/1/2019
178,27107625,2019 Q3,1,9/1/2019
179,2707660,2019 Q3,1,9/1/2019
180,218488X,2019 Q3,1,9/1/2019
181,218426X,2019 Q3,1,9/1/2019
182,215628X,2019 Q3,1,9/1/2019
183,2144470,2019 Q3,1,9/1/2019
184,217132X,2019 Q3,1,9/1/2019
185,2145896,2019 Q3,1,9/1/2019
186,2145987,2019 Q3,1,9/1/2019
187,2144306,2019 Q3,1,9/1/2019
188,2145912,2019 Q3,1,9/1/2019
